,clients_count,queue_length_mean,queue_length_sd,serving_time_mean,serving_time_sd,time
0,5.0,0.4388888888888889,0.6813964741342836,160.4,90.3371462909915,2018-01-01 07:00:00
1,10.0,1.5727777777777778,1.5897227797511622,173.1,61.82672920707066,2018-01-01 07:30:00
2,16.0,5.877777777777778,4.343832152788768,299.0,110.83982437132724,2018-01-01 08:00:00
3,17.0,7.252222222222223,5.080425498056919,358.47058823529414,138.75658436947182,2018-01-01 08:30:00
4,6.0,0.6272222222222222,0.9683329833268758,138.5,30.71644510681534,2018-01-01 09:00:00
5,10.0,1.3311111111111111,1.4135565704113413,160.4,64.80603538423118,2018-01-01 09:30:00
6,13.0,7.928333333333334,4.548775559244755,377.7692307692308,129.3703687391062,2018-01-01 10:00:00
7,15.0,3.5633333333333335,3.3701415939890853,256.0,117.43873782895125,2018-01-01 10:30:00
8,13.0,1.913888888888889,2.142460023318119,201.6153846153846,86.793373846105,2018-01-01 11:00:00
9,8.0,0.8116666666666666,0.9684158970394322,137.625,33.54288300072014,2018-01-01 11:30:00
10,16.0,3.391111111111111,2.194370707132495,251.875,108.52580338334289,2018-01-01 12:00:00
11,12.0,4.083333333333333,3.1135183739322603,222.5,100.71246198956712,2018-01-01 12:30:00
12,11.0,3.943888888888889,3.6522954760611572,261.6363636363636,121.7023193922554,2018-01-01 13:00:00
13,6.0,0.48777777777777775,0.7273468317280645,137.33333333333334,31.822423959633664,2018-01-01 13:30:00
14,11.0,3.0433333333333334,2.7944815785652484,210.0,77.47644803422521,2018-01-01 14:00:00
15,11.0,2.1783333333333332,2.5641036583712267,266.0,147.39335127474374,2018-01-01 14:30:00
16,15.0,7.362222222222222,5.347919187806205,507.46666666666664,200.1491824567246,2018-01-01 15:00:00
17,11.0,1.2294444444444443,1.1751170969160452,159.72727272727272,59.78811070621133,2018-01-01 15:30:00
18,16.0,3.0094444444444446,2.6430017554460616,265.25,137.93210890386135,2018-01-01 16:00:00
19,8.0,0.7272222222222222,0.9775313802040078,141.875,34.59742971460659,2018-01-01 16:30:00
20,15.0,9.692222222222222,4.127854587676813,346.06666666666666,128.19709527947674,2018-01-01 17:00:00
21,17.0,8.41388888888889,4.7003987139300625,386.4117647058824,165.29105345704946,2018-01-01 17:30:00
22,20.0,12.491666666666667,6.011840965581333,615.25,261.75377642678666,2018-01-01 18:00:00
23,22.0,11.322777777777778,7.200513620086964,731.6818181818181,365.0623412336761,2018-01-01 18:30:00
24,13.0,2.59,1.9526666819122924,183.23076923076923,69.54872853636968,2018-01-01 19:00:00
25,14.0,2.875,3.156196425364933,316.7857142857143,169.66354876702238,2018-01-01 19:30:00
26,12.0,3.792222222222222,3.3919673538818893,218.08333333333334,92.82677741934492,2018-01-01 20:00:00
27,10.0,1.6688888888888889,1.6877839501745484,162.6,49.41030032065964,2018-01-01 20:30:00
28,11.0,1.7455555555555555,1.6248255466188413,147.0,42.06185920760042,2018-01-01 21:00:00
29,11.0,1.9644444444444444,2.0319466927345204,206.9090909090909,83.83251701512313,2018-01-01 21:30:00
30,9.0,1.0772222222222223,1.1258413223980865,138.55555555555554,22.787667229836796,2018-01-01 22:00:00
31,24.0,11.157222222222222,6.740422811119318,561.7916666666666,319.2613729773182,2018-01-01 22:30:00
32,19.0,10.891111111111112,6.014095809299516,593.7894736842105,252.63754866241092,2018-01-01 23:00:00
33,12.0,6.638888888888889,4.534794013116752,335.8333333333333,117.66889859673923,2018-01-01 23:30:00
34,15.0,2.3672222222222223,2.5851014229488647,243.26666666666668,151.17845021537894,2018-01-02 07:00:00
35,8.0,1.0255555555555556,1.075479505618941,155.75,43.043997424562164,2018-01-02 07:30:00
36,13.0,2.07,1.527072717304425,186.76923076923077,58.85880541056686,2018-01-02 08:00:00
37,23.0,13.292222222222222,6.8269440974234366,729.2608695652174,325.4616605533109,2018-01-02 08:30:00
38,11.0,1.7522222222222221,1.9954772529367084,159.36363636363637,44.179797933609265,2018-01-02 09:00:00
39,13.0,4.2716666666666665,3.495264405295234,256.0769230769231,124.498635560436,2018-01-02 09:30:00
40,7.0,1.166111111111111,1.4980685689719724,179.85714285714286,71.43861834103589,2018-01-02 10:00:00
41,13.0,4.31,4.545796854057014,390.0,184.40851390323604,2018-01-02 10:30:00
42,13.0,1.6933333333333334,1.5167620056081559,188.30769230769232,79.1447877999394,2018-01-02 11:00:00
43,7.0,0.8261111111111111,1.057694425330438,143.85714285714286,43.306768414142724,2018-01-02 11:30:00
44,13.0,7.363333333333333,4.205027563445753,410.3076923076923,217.15370309812994,2018-01-02 12:00:00
45,11.0,1.05,1.0117431668593035,143.45454545454547,36.012119172199895,2018-01-02 12:30:00
46,13.0,7.028888888888889,4.379857997054505,253.23076923076923,73.73505932973116,2018-01-02 13:00:00
47,12.0,1.3955555555555557,0.9502243509244231,152.66666666666666,43.23789022969497,2018-01-02 13:30:00
48,20.0,8.748333333333333,5.818306726434097,432.05,201.62092492700518,2018-01-02 14:00:00
49,16.0,6.263333333333334,3.4468230613466715,330.375,121.32868580842701,2018-01-02 14:30:00
50,11.0,2.4883333333333333,2.405496184885251,178.0909090909091,78.45183814985414,2018-01-02 15:00:00
51,12.0,1.333888888888889,1.0315567758273396,142.66666666666666,39.201886163651345,2018-01-02 15:30:00
52,10.0,1.9633333333333334,1.8185597414090993,185.4,94.51184523057884,2018-01-02 16:00:00
53,14.0,1.9211111111111112,1.3708628756293033,177.85714285714286,68.13545010080699,2018-01-02 16:30:00
54,16.0,5.648888888888889,4.613469523448677,277.375,120.40812541795785,2018-01-02 17:00:00
55,18.0,3.4583333333333335,4.131312862757229,473.8888888888889,327.1881791494971,2018-01-02 17:30:00
56,16.0,3.4644444444444447,1.7992223081342875,212.0,68.56724193568432,2018-01-02 18:00:00
57,27.0,14.379444444444445,8.177432014690707,972.9629629629629,493.8464010259342,2018-01-02 18:30:00
58,16.0,4.964444444444444,4.40587588635717,437.625,297.51590993872355,2018-01-02 19:00:00
59,18.0,9.609444444444444,4.983711068206537,440.6111111111111,134.99897118949545,2018-01-02 19:30:00
60,11.0,2.573888888888889,2.445421216012296,181.1818181818182,56.513393424600125,2018-01-02 20:00:00
61,9.0,0.9883333333333333,0.9791475118268034,144.33333333333334,40.92065493122025,2018-01-02 20:30:00
62,13.0,1.8433333333333333,1.5822493680873042,153.07692307692307,51.396273435696905,2018-01-02 21:00:00
63,16.0,2.267777777777778,1.4245780142495597,209.1875,93.15808696332631,2018-01-02 21:30:00
64,17.0,7.455,5.404091001760473,427.0,198.1454642428133,2018-01-02 22:00:00
65,16.0,5.551111111111111,3.870994874928401,252.5,121.46769117753082,2018-01-02 22:30:00
66,9.0,1.7883333333333333,1.8534937639095481,191.77777777777777,57.70783694130672,2018-01-02 23:00:00
67,10.0,0.9133333333333333,0.8966865074299959,144.0,41.22297094258653,2018-01-02 23:30:00
68,12.0,1.961111111111111,2.070368217697657,178.66666666666666,80.24998819975369,2018-01-03 07:00:00
69,12.0,4.0744444444444445,2.7488968371437155,271.1666666666667,107.43948261343418,2018-01-03 07:30:00
70,23.0,10.893333333333333,6.966269881685625,635.3913043478261,326.3681327929656,2018-01-03 08:00:00
71,12.0,1.8455555555555556,1.9735697242843226,231.33333333333334,124.89583538681222,2018-01-03 08:30:00
72,10.0,1.896111111111111,2.163363240456851,171.7,59.32031692430512,2018-01-03 09:00:00
73,17.0,7.011666666666667,5.517205137493338,609.9411764705883,399.63381216249627,2018-01-03 09:30:00
74,6.0,0.5111111111111111,0.6872853761826273,133.33333333333334,32.65986323710904,2018-01-03 10:00:00
75,10.0,1.6733333333333333,1.7576830471602658,169.2,60.80533602315581,2018-01-03 10:30:00
76,14.0,5.243333333333333,3.6646092228197458,199.0,62.71792775226603,2018-01-03 11:00:00
77,8.0,1.5227777777777778,1.9348858557183057,193.5,88.66308621485526,2018-01-03 11:30:00
78,11.0,2.382222222222222,2.158663544805595,204.36363636363637,86.87493623280851,2018-01-03 12:00:00
79,15.0,8.106666666666667,4.525360568094194,290.53333333333336,99.6872729136091,2018-01-03 12:30:00
80,6.0,0.8161111111111111,1.245365567296515,124.83333333333333,6.462713568360172,2018-01-03 13:00:00
81,12.0,4.537222222222222,3.879759345607444,230.58333333333334,98.87407816679422,2018-01-03 13:30:00
82,12.0,3.7311111111111113,3.0120987991906043,269.0,114.89283544400685,2018-01-03 14:00:00
83,18.0,3.4444444444444446,4.3682901818775175,456.77777777777777,313.72778675630013,2018-01-03 14:30:00
84,14.0,1.7144444444444444,1.358731147221733,204.71428571428572,97.7834566560438,2018-01-03 15:00:00
85,13.0,3.321111111111111,2.4976250840479826,196.30769230769232,69.4098751564269,2018-01-03 15:30:00
86,13.0,2.636111111111111,1.596385017417236,189.6153846153846,56.18946885543954,2018-01-03 16:00:00
87,13.0,3.158333333333333,3.0826916438372294,187.30769230769232,68.40977587960245,2018-01-03 16:30:00
88,19.0,5.773333333333333,5.428883288780647,439.57894736842104,258.0119109630995,2018-01-03 17:00:00
89,28.0,16.753333333333334,7.227059890695666,1042.0,469.15258514490586,2018-01-03 17:30:00
90,10.0,3.618333333333333,2.8514056488934383,291.3,162.17757757059596,2018-01-03 18:00:00
91,16.0,3.5572222222222223,2.730034513371103,238.0,116.32999040087068,2018-01-03 18:30:00
92,11.0,1.1766666666666667,0.9896125316289639,149.27272727272728,39.84241686718041,2018-01-03 19:00:00
93,24.0,10.941666666666666,7.800773717701013,686.4583333333334,413.3188030697545,2018-01-03 19:30:00
94,14.0,4.532222222222222,3.7875876910735005,213.28571428571428,67.40854610442275,2018-01-03 20:00:00
95,12.0,2.7933333333333334,2.4405231854186242,202.33333333333334,85.3797222395164,2018-01-03 20:30:00
96,11.0,2.8994444444444443,2.7096680552559405,218.0909090909091,105.32279387241353,2018-01-03 21:00:00
97,12.0,2.4611111111111112,2.4668201505664262,163.5,57.62811813689564,2018-01-03 21:30:00
98,17.0,4.496111111111111,3.091523383437014,253.35294117647058,119.66303793176414,2018-01-03 22:00:00
99,16.0,5.5344444444444445,3.885654725117282,328.625,144.2141347672504,2018-01-03 22:30:00
100,19.0,9.977222222222222,6.958627283403132,545.2105263157895,309.2407510423928,2018-01-03 23:00:00
101,15.0,3.8577777777777778,2.8389797577823437,264.93333333333334,104.54695914595825,2018-01-03 23:30:00
102,11.0,1.596111111111111,1.4748913485910915,140.0909090909091,24.324697512834753,2018-01-04 07:00:00
103,10.0,1.6244444444444444,1.646348638027394,160.4,46.75277769525809,2018-01-04 07:30:00
104,18.0,10.797777777777778,5.094896634150675,450.77777777777777,174.7436965304448,2018-01-04 08:00:00
105,10.0,1.4177777777777778,1.3839850926155424,166.2,52.4781435986026,2018-01-04 08:30:00
106,12.0,1.5033333333333334,1.4802723484821751,204.25,94.4381712117414,2018-01-04 09:00:00
107,18.0,9.183333333333334,6.548128570132377,502.3333333333333,269.8204195822277,2018-01-04 09:30:00
108,14.0,3.7977777777777777,2.556791423889671,207.78571428571428,85.57334107826283,2018-01-04 10:00:00
109,15.0,7.167777777777777,5.279794153048102,348.1333333333333,144.2749689539619,2018-01-04 10:30:00
110,11.0,1.4505555555555556,1.9260363819958817,198.0909090909091,96.57893615634265,2018-01-04 11:00:00
111,16.0,6.003333333333333,4.684010624545003,251.625,100.33402546826608,2018-01-04 11:30:00
112,13.0,2.4155555555555557,2.607463999213672,267.7692307692308,130.25113809237513,2018-01-04 12:00:00
113,15.0,5.25,4.260911180858122,255.4,100.17327844433223,2018-01-04 12:30:00
114,12.0,1.1533333333333333,0.9447435102538462,142.75,34.072449547718435,2018-01-04 13:00:00
115,7.0,0.9211111111111111,1.354546372130215,200.28571428571428,86.12532396787502,2018-01-04 13:30:00
116,11.0,2.8666666666666667,2.585932783387865,229.9090909090909,113.40939515353615,2018-01-04 14:00:00
117,8.0,0.9355555555555556,1.079014137471307,156.5,54.63646087680696,2018-01-04 14:30:00
118,17.0,4.872777777777777,4.612009488681262,384.47058823529414,191.20248352435792,2018-01-04 15:00:00
119,11.0,3.1983333333333333,2.645666745677331,228.8181818181818,101.80846544548068,2018-01-04 15:30:00
120,17.0,9.892777777777777,5.107205675476927,336.47058823529414,135.15552044175757,2018-01-04 16:00:00
121,7.0,0.5394444444444444,0.6278683793183766,121.57142857142857,4.157609203101499,2018-01-04 16:30:00
122,16.0,9.212222222222222,4.725889989509564,332.375,97.12320354408963,2018-01-04 17:00:00
123,23.0,13.145,6.79024064243767,713.7391304347826,319.3322888026464,2018-01-04 17:30:00
124,28.0,12.773888888888889,7.90384729032382,838.1785714285714,454.94615502084855,2018-01-04 18:00:00
125,14.0,3.0366666666666666,2.1975250113828375,221.5,94.60748872619399,2018-01-04 18:30:00
126,17.0,6.381111111111111,3.9271123112198922,289.1764705882353,121.16065537857041,2018-01-04 19:00:00
127,20.0,12.947222222222223,5.949200651231303,669.25,274.1130913365964,2018-01-04 19:30:00
128,17.0,4.586111111111111,3.5257058694091765,316.88235294117646,150.38653627940784,2018-01-04 20:00:00
129,12.0,2.2911111111111113,1.9106584661303392,172.66666666666666,69.70761447038275,2018-01-04 20:30:00
130,16.0,9.555555555555555,4.280366416110542,295.0,119.2856515540183,2018-01-04 21:00:00
131,10.0,3.07,3.2688653723699397,216.6,118.54975514291223,2018-01-04 21:30:00
132,18.0,7.620555555555556,5.394489985503116,432.27777777777777,200.5972862274813,2018-01-04 22:00:00
133,21.0,10.357222222222223,5.961955823215374,555.7619047619048,217.54675469009067,2018-01-04 22:30:00
134,12.0,1.9055555555555554,1.754521585700332,183.5,87.0010449258043,2018-01-04 23:00:00
135,17.0,6.128333333333333,4.255941470318536,302.4117647058824,117.91790514142106,2018-01-04 23:30:00
136,18.0,10.663333333333334,5.912272310103452,587.5,282.64408090492225,2018-01-05 07:00:00
137,11.0,2.388333333333333,2.9490348521507093,246.8181818181818,131.34673058878792,2018-01-05 07:30:00
138,14.0,2.6222222222222222,1.9328802827356004,183.71428571428572,61.38206775401299,2018-01-05 08:00:00
139,16.0,9.862222222222222,5.113379930547419,442.5,165.60958104328787,2018-01-05 08:30:00
140,10.0,1.1672222222222222,1.0949035789507044,157.1,48.3952477005749,2018-01-05 09:00:00
141,12.0,5.386666666666667,3.9423922839452947,258.0,112.12574110427016,2018-01-05 09:30:00
142,13.0,2.6283333333333334,2.0019938643807933,225.15384615384616,92.80072391406416,2018-01-05 10:00:00
143,13.0,5.0472222222222225,3.238095408396817,255.76923076923077,91.0523236442961,2018-01-05 10:30:00
144,10.0,1.2294444444444443,1.2467276665822826,169.1,62.8162222501304,2018-01-05 11:00:00
145,12.0,4.562222222222222,3.621705235254227,235.41666666666666,101.00086258257521,2018-01-05 11:30:00
146,11.0,2.188888888888889,1.8802058031029771,210.36363636363637,95.71548749003239,2018-01-05 12:00:00
147,8.0,1.045,1.0853911414605748,160.125,49.17443441464274,2018-01-05 12:30:00
148,10.0,2.168888888888889,2.2019570074065484,199.2,63.387345389719194,2018-01-05 13:00:00
149,11.0,2.3094444444444444,2.0186236077687365,192.45454545454547,78.09399930386923,2018-01-05 13:30:00
150,16.0,6.637222222222222,5.0666544461688146,439.5625,205.430270002581,2018-01-05 14:00:00
151,11.0,1.7844444444444445,1.7135571712771587,197.45454545454547,85.85961057023684,2018-01-05 14:30:00
152,8.0,2.2333333333333334,2.725744514313404,187.5,77.95236640777128,2018-01-05 15:00:00
153,14.0,6.759444444444444,4.64341832766253,309.2142857142857,155.74247904865192,2018-01-05 15:30:00
154,14.0,5.016666666666667,3.041267033579694,254.28571428571428,90.9500527097818,2018-01-05 16:00:00
155,5.0,0.3333333333333333,0.4715355210772318,120.0,0.0,2018-01-05 16:30:00
156,20.0,4.7316666666666665,4.58696433395776,479.1,299.5375207144999,2018-01-05 17:00:00
157,17.0,8.956111111111111,4.61018115744817,336.29411764705884,88.86419744888993,2018-01-05 17:30:00
158,22.0,6.505,5.4539333608927025,497.6818181818182,289.3420099143895,2018-01-05 18:00:00
159,13.0,7.821666666666666,4.4099132225419355,363.0,156.0170930806408,2018-01-05 18:30:00
160,22.0,11.08388888888889,8.563672280196815,740.8636363636364,468.7200703287671,2018-01-05 19:00:00
161,16.0,6.033888888888889,4.877198640633666,458.3125,243.6852392602665,2018-01-05 19:30:00
162,8.0,1.3122222222222222,1.5760384598271784,186.875,73.98539913871038,2018-01-05 20:00:00
163,11.0,1.2616666666666667,1.2813614476536563,140.54545454545453,34.98389239739809,2018-01-05 20:30:00
164,10.0,2.882222222222222,2.8243984942683458,182.8,65.60284546674278,2018-01-05 21:00:00
165,14.0,2.5866666666666664,2.1258984302244794,208.28571428571428,84.2719303312689,2018-01-05 21:30:00
166,19.0,5.051666666666667,4.449219066951571,409.89473684210526,227.98194244692132,2018-01-05 22:00:00
167,23.0,11.56611111111111,5.950422034526755,555.3913043478261,270.7297779118901,2018-01-05 22:30:00
168,8.0,1.0,1.1158567053033415,165.0,64.98571271551046,2018-01-05 23:00:00
169,7.0,0.7688888888888888,0.8846343738621297,146.28571428571428,44.18791043454566,2018-01-05 23:30:00
170,15.0,7.580555555555556,4.894229761748081,403.3333333333333,216.83722224835142,2018-01-06 07:00:00
171,12.0,2.6605555555555553,2.0989421942677224,195.58333333333334,58.915128992835314,2018-01-06 07:30:00
172,14.0,6.118888888888889,4.773965770891547,342.85714285714283,132.66490878140317,2018-01-06 08:00:00
173,16.0,5.6305555555555555,3.9390379158245925,248.125,95.60535201197334,2018-01-06 08:30:00
174,15.0,3.816666666666667,3.2789099857773563,298.6666666666667,165.15865388280733,2018-01-06 09:00:00
175,14.0,3.821111111111111,2.3318847246316476,219.14285714285714,91.43796311653655,2018-01-06 09:30:00
176,15.0,2.476111111111111,1.9041765012037086,201.13333333333333,89.45538925445838,2018-01-06 10:00:00
177,9.0,0.6661111111111111,0.8175169423078705,149.55555555555554,59.78317303203116,2018-01-06 10:30:00
178,18.0,4.27,2.6637354187912425,292.55555555555554,141.63176040548092,2018-01-06 11:00:00
179,13.0,1.9572222222222222,2.116625487074971,187.0,86.76885001734973,2018-01-06 11:30:00
180,14.0,4.037222222222222,3.0248650952430487,281.92857142857144,120.3171861153895,2018-01-06 12:00:00
181,6.0,0.44055555555555553,0.6463819192801045,125.66666666666667,13.880441875771343,2018-01-06 12:30:00
182,12.0,1.606111111111111,1.8222472943196382,200.5,102.1162439219504,2018-01-06 13:00:00
183,15.0,8.385555555555555,4.395309570102447,278.4,89.39223360321314,2018-01-06 13:30:00
184,6.0,0.49,0.6558498045225549,127.0,17.146428199482248,2018-01-06 14:00:00
185,12.0,1.6705555555555556,1.3045521370107196,193.58333333333334,72.20231466112595,2018-01-06 14:30:00
186,5.0,0.6588888888888889,1.0805670844005084,165.2,65.2012269823199,2018-01-06 15:00:00
187,12.0,2.3577777777777778,2.6558786789004234,189.0,81.23255057381415,2018-01-06 15:30:00
188,8.0,1.083888888888889,1.3736042545123137,153.875,53.029472937226146,2018-01-06 16:00:00
189,15.0,7.027777777777778,5.112008941183161,442.0,197.63928180978021,2018-01-06 16:30:00
190,17.0,3.707222222222222,2.5683222355607938,309.05882352941177,150.60190511254967,2018-01-06 17:00:00
191,21.0,11.860555555555555,5.151296239102642,626.6190476190476,204.42394091457982,2018-01-06 17:30:00
192,17.0,3.9322222222222223,2.5723257927295475,258.70588235294116,115.2072939888586,2018-01-06 18:00:00
193,19.0,9.49611111111111,4.9656951458123,413.63157894736844,127.7507166869724,2018-01-06 18:30:00
194,21.0,5.492222222222222,4.714287716894296,357.04761904761904,246.2824549557837,2018-01-06 19:00:00
195,10.0,1.4266666666666667,1.4941650453947104,158.0,65.87024281789834,2018-01-06 19:30:00
196,13.0,3.2383333333333333,3.3446426178659414,231.46153846153845,109.47725439911814,2018-01-06 20:00:00
197,10.0,1.5116666666666667,1.4184825798541336,176.1,71.02964952124648,2018-01-06 20:30:00
198,14.0,4.233333333333333,2.6688660561312854,295.7142857142857,132.75508309632474,2018-01-06 21:00:00
199,6.0,0.505,0.6977909238659408,135.5,37.96709101313926,2018-01-06 21:30:00
200,28.0,15.061111111111112,8.257974998241577,910.2142857142857,476.0181569166093,2018-01-06 22:00:00
201,22.0,6.294444444444444,4.785675799096166,412.72727272727275,247.28375484704898,2018-01-06 22:30:00
202,7.0,0.7305555555555555,0.9875037575499873,136.42857142857142,39.23373184245559,2018-01-06 23:00:00
203,12.0,2.4283333333333332,2.261989241959232,204.91666666666666,118.00420511254005,2018-01-06 23:30:00
204,12.0,5.155555555555556,4.044255215370418,223.33333333333334,79.11824675570718,2018-01-07 07:00:00
205,14.0,3.0883333333333334,3.625534405031597,412.07142857142856,260.3315827306264,2018-01-07 07:30:00
206,19.0,5.786666666666667,3.7669815613272726,377.5263157894737,203.4443326593987,2018-01-07 08:00:00
207,17.0,9.73,4.3647470982630185,334.2352941176471,118.15378189660537,2018-01-07 08:30:00
208,10.0,1.941111111111111,1.986860364142995,227.0,100.39698977337694,2018-01-07 09:00:00
209,10.0,1.3972222222222221,2.346213359180882,303.5,163.4518277658589,2018-01-07 09:30:00
210,15.0,6.720555555555555,3.8175772815247377,277.6,134.0441291941895,2018-01-07 10:00:00
211,13.0,2.881666666666667,2.0618284949614014,168.69230769230768,49.01085698663208,2018-01-07 10:30:00
212,14.0,3.2044444444444444,3.249215447652086,295.57142857142856,148.77588425636642,2018-01-07 11:00:00
213,11.0,2.262777777777778,2.1637657494554396,198.1818181818182,68.24048385206275,2018-01-07 11:30:00
214,13.0,3.553888888888889,3.2645767327328867,179.46153846153845,72.68380767018124,2018-01-07 12:00:00
215,7.0,0.7027777777777777,0.975516314343521,139.14285714285714,33.54314918344515,2018-01-07 12:30:00
216,9.0,0.9327777777777778,1.01540828271514,140.33333333333334,38.00328933131973,2018-01-07 13:00:00
217,6.0,0.3438888888888889,0.47513654909700875,120.0,0.0,2018-01-07 13:30:00
218,10.0,2.1944444444444446,2.205650488394826,203.0,81.18292102817357,2018-01-07 14:00:00
219,12.0,1.8255555555555556,1.269916255274745,153.83333333333334,40.171978776105604,2018-01-07 14:30:00
220,7.0,0.8061111111111111,0.9493372012150222,164.28571428571428,55.39167893499975,2018-01-07 15:00:00
221,13.0,2.815,1.99295521364681,245.30769230769232,102.36648590186847,2018-01-07 15:30:00
222,16.0,8.807777777777778,4.9230595515424005,373.875,136.72789278953533,2018-01-07 16:00:00
223,10.0,1.3322222222222222,1.3277160717810736,137.1,31.149995541287357,2018-01-07 16:30:00
224,15.0,2.6238888888888887,2.5996934844955075,300.46666666666664,191.89724432870938,2018-01-07 17:00:00
225,21.0,10.58,5.87381106912879,561.8571428571429,212.31186629915103,2018-01-07 17:30:00
226,16.0,8.040555555555555,4.306234698519705,340.1875,154.96202491793488,2018-01-07 18:00:00
227,16.0,5.870555555555556,4.29659426928658,355.75,154.47178814700544,2018-01-07 18:30:00
228,14.0,4.898333333333333,4.6829670782443,486.92857142857144,188.4823861534809,2018-01-07 19:00:00
229,14.0,2.2472222222222222,1.8824525578710913,237.07142857142858,101.14077340002915,2018-01-07 19:30:00
230,12.0,2.332222222222222,2.1036682949613854,200.33333333333334,63.65722601749486,2018-01-07 20:00:00
231,14.0,4.055555555555555,2.9176624203521766,200.85714285714286,59.88303617868772,2018-01-07 20:30:00
232,15.0,5.430555555555555,2.8258041740041073,295.0,104.6709128650362,2018-01-07 21:00:00
233,13.0,3.3455555555555554,2.526465193244541,175.23076923076923,55.06837242034343,2018-01-07 21:30:00
234,18.0,6.758333333333334,5.298634547801031,461.1666666666667,232.06876516391833,2018-01-07 22:00:00
235,18.0,8.837777777777777,4.85891163701682,359.1111111111111,130.70212604098677,2018-01-07 22:30:00
236,7.0,0.7144444444444444,0.9528122980943906,132.28571428571428,25.144345194060932,2018-01-07 23:00:00
237,10.0,2.526666666666667,2.645511789661589,202.8,75.35958244753394,2018-01-07 23:30:00
